observacao;valor_observado;valor_ajustado;residuo
207;1184.0000;1315.8375;-131.8375
208;88.8000;-26.1034;114.9034
209;1776.0000;1326.0126;449.9874
210;14.8000;-219.9897;234.7897
211;29.6000;-185.2001;214.8001
212;355.2000;491.0637;-135.8637
213;14.8000;-58.3492;73.1492
214;14.8000;-219.9897;234.7897
215;14.8000;-219.9897;234.7897
216;177.6000;242.4494;-64.8494
217;888.0000;967.9421;-79.9421
218;355.2000;491.0637;-135.8637
219;1776.0000;1494.8728;281.1272
220;29.6000;299.7213;-270.1213
221;7.4000;-237.3844;244.7844
222;59.2000;-6.1649;65.3649
223;14.8000;-219.9897;234.7897
224;44.4000;138.0808;-93.6808
225;1776.0000;1494.8728;281.1272
226;296.0000;441.0115;-145.0115
227;1776.0000;1494.8728;281.1272
228;59.2000;-115.6211;174.8211
229;44.4000;-95.6825;140.0825
230;14.8000;-58.3492;73.1492
231;1184.0000;978.1173;205.8827
232;1184.0000;1315.8375;-131.8375
233;88.8000;-46.0420;134.8420
234;59.2000;317.1160;-257.9160
235;296.0000;441.0115;-145.0115
236;592.0000;620.0468;-28.0468
237;44.4000;-95.6825;140.0825
238;888.0000;1226.3199;-338.3199
239;29.6000;299.7213;-270.1213
240;11.1000;-147.8668;158.9668
241;296.0000;441.0115;-145.0115
242;888.0000;1226.3199;-338.3199
243;266.4000;312.0285;-45.6285
244;29.6000;-185.2001;214.8001
245;118.4000;63.4142;54.9858
246;236.8000;421.4847;-184.6847
247;59.2000;-6.1649;65.3649
248;44.4000;138.0808;-93.6808
249;29.6000;-185.2001;214.8001
250;59.2000;-6.1649;65.3649
251;118.4000;63.4142;54.9858
252;1776.0000;1494.8728;281.1272
253;444.0000;788.9069;-344.9069
254;29.6000;299.7213;-270.1213
255;2368.0000;1673.9080;694.0920
256;1776.0000;1326.0126;449.9874
257;29.6000;-40.9544;70.5544
258;2368.0000;1673.9080;694.0920
259;7.4000;-237.3844;244.7844
260;44.4000;-95.6825;140.0825
261;177.6000;242.4494;-64.8494
262;22.2000;120.6860;-98.4860
263;888.0000;967.9421;-79.9421
264;1332.0000;1146.9774;185.0226
265;888.0000;799.0820;88.9180
266;118.4000;351.9056;-233.5056
267;444.0000;788.9069;-344.9069
268;888.0000;1226.3199;-338.3199
269;44.4000;138.0808;-93.6808
270;14.8000;-219.9897;234.7897
271;7.4000;-237.3844;244.7844
272;88.8000;-26.1034;114.9034
273;88.8000;-46.0420;134.8420
274;355.2000;491.0637;-135.8637
275;1776.0000;1494.8728;281.1272
276;11.1000;-147.8668;158.9668
277;118.4000;351.9056;-233.5056
278;59.2000;-6.1649;65.3649
279;888.0000;1226.3199;-338.3199
280;29.6000;-185.2001;214.8001
281;118.4000;63.4142;54.9858
282;1184.0000;1315.8375;-131.8375
283;29.6000;299.7213;-270.1213
284;1184.0000;1315.8375;-131.8375
285;44.4000;-95.6825;140.0825
286;592.0000;1136.8023;-544.8023
287;236.8000;421.4847;-184.6847
288;1184.0000;978.1173;205.8827
289;2368.0000;1673.9080;694.0920
290;118.4000;63.4142;54.9858
291;118.4000;351.9056;-233.5056
292;22.2000;120.6860;-98.4860
293;118.4000;351.9056;-233.5056
294;22.2000;120.6860;-98.4860
295;266.4000;312.0285;-45.6285
296;29.6000;-40.9544;70.5544
297;29.6000;-40.9544;70.5544
298;14.8000;-219.9897;234.7897
299;118.4000;351.9056;-233.5056
300;888.0000;1226.3199;-338.3199
301;236.8000;421.4847;-184.6847
302;29.6000;299.7213;-270.1213
303;59.2000;-115.6211;174.8211
304;29.6000;299.7213;-270.1213
305;444.0000;530.5292;-86.5292
306;177.6000;132.9932;44.6068
307;118.4000;63.4142;54.9858
308;592.0000;1136.8023;-544.8023
309;444.0000;788.9069;-344.9069
310;29.6000;-185.2001;214.8001
311;14.8000;-58.3492;73.1492
312;29.6000;299.7213;-270.1213
313;88.8000;-26.1034;114.9034
314;592.0000;620.0468;-28.0468
315;592.0000;620.0468;-28.0468
316;888.0000;799.0820;88.9180
317;1184.0000;978.1173;205.8827
318;1184.0000;978.1173;205.8827
319;592.0000;1136.8023;-544.8023
320;88.8000;172.8703;-84.0703
321;88.8000;172.8703;-84.0703
322;59.2000;317.1160;-257.9160
323;177.6000;132.9932;44.6068
324;888.0000;799.0820;88.9180
325;29.6000;299.7213;-270.1213
326;177.6000;242.4494;-64.8494
327;29.6000;299.7213;-270.1213
328;88.8000;-46.0420;134.8420
329;59.2000;-6.1649;65.3649
330;59.2000;-115.6211;174.8211
331;118.4000;351.9056;-233.5056
332;14.8000;-58.3492;73.1492
333;177.6000;242.4494;-64.8494
334;888.0000;799.0820;88.9180
335;266.4000;312.0285;-45.6285
336;296.0000;441.0115;-145.0115
337;118.4000;351.9056;-233.5056
338;355.2000;491.0637;-135.8637
339;1184.0000;1315.8375;-131.8375
340;266.4000;312.0285;-45.6285
341;1332.0000;1146.9774;185.0226
342;118.4000;351.9056;-233.5056
343;29.6000;299.7213;-270.1213
344;177.6000;132.9932;44.6068
345;1776.0000;1494.8728;281.1272
346;888.0000;967.9421;-79.9421
347;29.6000;299.7213;-270.1213
348;29.6000;-185.2001;214.8001
349;29.6000;-40.9544;70.5544
350;22.2000;120.6860;-98.4860
351;1332.0000;1146.9774;185.0226
352;29.6000;-185.2001;214.8001
353;2368.0000;1673.9080;694.0920
354;1184.0000;1315.8375;-131.8375
355;1776.0000;1494.8728;281.1272
356;592.0000;620.0468;-28.0468
357;888.0000;967.9421;-79.9421
358;14.8000;-219.9897;234.7897
359;88.8000;172.8703;-84.0703
360;14.8000;-219.9897;234.7897
361;44.4000;138.0808;-93.6808
362;14.8000;-58.3492;73.1492
363;2368.0000;1673.9080;694.0920
364;29.6000;299.7213;-270.1213
365;11.1000;-147.8668;158.9668
366;1776.0000;1326.0126;449.9874
367;266.4000;312.0285;-45.6285
368;44.4000;138.0808;-93.6808
369;118.4000;351.9056;-233.5056
370;22.2000;120.6860;-98.4860
371;1184.0000;1315.8375;-131.8375
372;133.2000;43.4756;89.7244
373;444.0000;788.9069;-344.9069
374;236.8000;421.4847;-184.6847
375;118.4000;63.4142;54.9858
376;7.4000;-237.3844;244.7844
377;592.0000;1136.8023;-544.8023
378;888.0000;1226.3199;-338.3199
379;444.0000;530.5292;-86.5292
380;88.8000;-26.1034;114.9034
381;888.0000;967.9421;-79.9421
382;666.0000;878.4245;-212.4245
383;177.6000;242.4494;-64.8494
384;59.2000;317.1160;-257.9160
385;14.8000;-219.9897;234.7897
386;1776.0000;1494.8728;281.1272
387;888.0000;967.9421;-79.9421
388;592.0000;620.0468;-28.0468
389;22.2000;120.6860;-98.4860
390;592.0000;620.0468;-28.0468
391;592.0000;620.0468;-28.0468
392;296.0000;441.0115;-145.0115
393;666.0000;878.4245;-212.4245
394;355.2000;491.0637;-135.8637
395;29.6000;299.7213;-270.1213
396;592.0000;1136.8023;-544.8023
397;88.8000;-46.0420;134.8420
398;1776.0000;1326.0126;449.9874
399;59.2000;-115.6211;174.8211
400;296.0000;441.0115;-145.0115
401;1776.0000;1494.8728;281.1272
402;888.0000;799.0820;88.9180
403;118.4000;351.9056;-233.5056
404;2368.0000;1673.9080;694.0920
405;888.0000;1226.3199;-338.3199
406;133.2000;43.4756;89.7244
407;888.0000;799.0820;88.9180
408;59.2000;-6.1649;65.3649
409;14.8000;-58.3492;73.1492
410;59.2000;-6.1649;65.3649
411;177.6000;242.4494;-64.8494
412;44.4000;138.0808;-93.6808
413;355.2000;491.0637;-135.8637
414;44.4000;138.0808;-93.6808
415;888.0000;967.9421;-79.9421
416;11.1000;-147.8668;158.9668
417;88.8000;-26.1034;114.9034
418;7.4000;-237.3844;244.7844
419;7.4000;-237.3844;244.7844
420;59.2000;317.1160;-257.9160
421;1776.0000;1494.8728;281.1272
422;22.2000;120.6860;-98.4860
423;2368.0000;1673.9080;694.0920
424;7.4000;-237.3844;244.7844
425;888.0000;1226.3199;-338.3199
426;1776.0000;1326.0126;449.9874
427;88.8000;-46.0420;134.8420
428;592.0000;620.0468;-28.0468
429;266.4000;312.0285;-45.6285
430;29.6000;-185.2001;214.8001
431;88.8000;-26.1034;114.9034
432;44.4000;138.0808;-93.6808
433;888.0000;1226.3199;-338.3199
434;355.2000;491.0637;-135.8637
435;592.0000;620.0468;-28.0468
436;266.4000;312.0285;-45.6285
437;444.0000;530.5292;-86.5292
438;177.6000;242.4494;-64.8494
439;88.8000;-46.0420;134.8420
440;888.0000;799.0820;88.9180
441;88.8000;-46.0420;134.8420
442;88.8000;-26.1034;114.9034
443;888.0000;1226.3199;-338.3199
444;44.4000;138.0808;-93.6808
445;44.4000;138.0808;-93.6808
446;177.6000;132.9932;44.6068
447;1776.0000;1326.0126;449.9874
448;236.8000;421.4847;-184.6847
449;29.6000;299.7213;-270.1213
450;888.0000;799.0820;88.9180
451;355.2000;491.0637;-135.8637
452;888.0000;967.9421;-79.9421
453;22.2000;-130.4721;152.6721
454;88.8000;-46.0420;134.8420
455;236.8000;421.4847;-184.6847
456;59.2000;317.1160;-257.9160
457;1332.0000;1146.9774;185.0226
458;22.2000;-130.4721;152.6721
459;59.2000;-6.1649;65.3649
460;1776.0000;1494.8728;281.1272
461;7.4000;-237.3844;244.7844
462;88.8000;-46.0420;134.8420
463;59.2000;-115.6211;174.8211
464;888.0000;1226.3199;-338.3199
465;1184.0000;1315.8375;-131.8375
466;888.0000;1226.3199;-338.3199
467;14.8000;-219.9897;234.7897
468;177.6000;242.4494;-64.8494
469;1776.0000;1494.8728;281.1272
470;88.8000;172.8703;-84.0703
471;118.4000;63.4142;54.9858
472;1184.0000;1315.8375;-131.8375
473;88.8000;-26.1034;114.9034
474;118.4000;351.9056;-233.5056
475;29.6000;299.7213;-270.1213
476;29.6000;299.7213;-270.1213
477;355.2000;491.0637;-135.8637
478;88.8000;-26.1034;114.9034
479;29.6000;-185.2001;214.8001
480;7.4000;-237.3844;244.7844
481;29.6000;299.7213;-270.1213
482;2368.0000;1673.9080;694.0920
483;22.2000;-130.4721;152.6721
484;266.4000;312.0285;-45.6285
485;133.2000;43.4756;89.7244
486;88.8000;-26.1034;114.9034
487;1332.0000;1146.9774;185.0226
488;14.8000;-219.9897;234.7897
489;118.4000;351.9056;-233.5056
490;888.0000;967.9421;-79.9421
491;14.8000;-58.3492;73.1492
492;44.4000;138.0808;-93.6808
493;592.0000;1136.8023;-544.8023
494;266.4000;312.0285;-45.6285
495;44.4000;138.0808;-93.6808
496;22.2000;-130.4721;152.6721
497;44.4000;138.0808;-93.6808
498;59.2000;317.1160;-257.9160
499;444.0000;788.9069;-344.9069
500;59.2000;-115.6211;174.8211
501;44.4000;-95.6825;140.0825
502;266.4000;312.0285;-45.6285
503;236.8000;421.4847;-184.6847
504;22.2000;120.6860;-98.4860
505;177.6000;132.9932;44.6068
506;236.8000;421.4847;-184.6847
507;22.2000;-130.4721;152.6721
508;355.2000;491.0637;-135.8637
509;11.1000;-147.8668;158.9668
510;1184.0000;1315.8375;-131.8375
511;118.4000;351.9056;-233.5056
512;118.4000;351.9056;-233.5056
513;236.8000;421.4847;-184.6847
514;29.6000;-40.9544;70.5544
515;1776.0000;1326.0126;449.9874
516;1776.0000;1494.8728;281.1272
517;1184.0000;1315.8375;-131.8375
518;888.0000;967.9421;-79.9421
519;1776.0000;1494.8728;281.1272
520;355.2000;491.0637;-135.8637
521;88.8000;-26.1034;114.9034
522;133.2000;43.4756;89.7244
523;888.0000;967.9421;-79.9421
524;22.2000;120.6860;-98.4860
525;118.4000;351.9056;-233.5056
526;888.0000;799.0820;88.9180
527;14.8000;-58.3492;73.1492
528;118.4000;63.4142;54.9858
529;22.2000;120.6860;-98.4860
530;592.0000;620.0468;-28.0468
531;133.2000;43.4756;89.7244
532;59.2000;-6.1649;65.3649
533;236.8000;421.4847;-184.6847
534;88.8000;-26.1034;114.9034
535;59.2000;-6.1649;65.3649
536;88.8000;-26.1034;114.9034
537;11.1000;-147.8668;158.9668
538;444.0000;788.9069;-344.9069
539;177.6000;242.4494;-64.8494
540;444.0000;530.5292;-86.5292
