observacao;valor_observado;valor_ajustado;residuo
182;296.0000;243.6502;52.3498
183;177.6000;548.6016;-371.0016
184;177.6000;548.6016;-371.0016
185;118.4000;396.1259;-277.7259
186;888.0000;548.6016;339.3984
187;44.4000;319.8881;-275.4881
188;177.6000;548.6016;-371.0016
189;22.2000;548.6016;-526.4016
190;1776.0000;701.0774;1074.9226
191;29.6000;701.0774;-671.4774
192;7.4000;243.6502;-236.2502
193;88.8000;548.6016;-459.8016
194;133.2000;319.8881;-186.6881
195;29.6000;243.6502;-214.0502
196;1776.0000;701.0774;1074.9226
197;296.0000;243.6502;52.3498
198;592.0000;243.6502;348.3498
199;88.8000;548.6016;-459.8016
200;11.1000;319.8881;-308.7881
201;355.2000;701.0774;-345.8774
202;29.6000;701.0774;-671.4774
203;1184.0000;396.1259;787.8741
204;666.0000;319.8881;346.1119
205;1776.0000;548.6016;1227.3984
206;1776.0000;548.6016;1227.3984
207;1184.0000;396.1259;787.8741
208;88.8000;319.8881;-231.0881
209;1776.0000;701.0774;1074.9226
210;14.8000;243.6502;-228.8502
211;29.6000;243.6502;-214.0502
212;355.2000;701.0774;-345.8774
213;14.8000;396.1259;-381.3259
214;14.8000;243.6502;-228.8502
215;14.8000;243.6502;-228.8502
216;177.6000;548.6016;-371.0016
217;888.0000;396.1259;491.8741
218;355.2000;701.0774;-345.8774
219;1776.0000;548.6016;1227.3984
220;29.6000;701.0774;-671.4774
221;7.4000;243.6502;-236.2502
222;59.2000;396.1259;-336.9259
223;14.8000;243.6502;-228.8502
224;44.4000;548.6016;-504.2016
225;1776.0000;548.6016;1227.3984
226;296.0000;243.6502;52.3498
227;1776.0000;548.6016;1227.3984
228;59.2000;243.6502;-184.4502
229;44.4000;319.8881;-275.4881
230;14.8000;396.1259;-381.3259
231;1184.0000;701.0774;482.9226
232;1184.0000;396.1259;787.8741
233;88.8000;243.6502;-154.8502
234;59.2000;701.0774;-641.8774
235;296.0000;243.6502;52.3498
236;592.0000;396.1259;195.8741
237;44.4000;319.8881;-275.4881
238;888.0000;319.8881;568.1119
239;29.6000;701.0774;-671.4774
240;11.1000;319.8881;-308.7881
241;296.0000;243.6502;52.3498
242;888.0000;319.8881;568.1119
243;266.4000;548.6016;-282.2016
244;29.6000;243.6502;-214.0502
245;118.4000;396.1259;-277.7259
246;236.8000;701.0774;-464.2774
247;59.2000;396.1259;-336.9259
248;44.4000;548.6016;-504.2016
249;29.6000;243.6502;-214.0502
250;59.2000;396.1259;-336.9259
251;118.4000;396.1259;-277.7259
252;1776.0000;548.6016;1227.3984
253;444.0000;243.6502;200.3498
254;29.6000;701.0774;-671.4774
255;2368.0000;701.0774;1666.9226
256;1776.0000;701.0774;1074.9226
257;29.6000;396.1259;-366.5259
258;2368.0000;701.0774;1666.9226
259;7.4000;243.6502;-236.2502
260;44.4000;319.8881;-275.4881
261;177.6000;548.6016;-371.0016
262;22.2000;548.6016;-526.4016
263;888.0000;396.1259;491.8741
264;1332.0000;548.6016;783.3984
265;888.0000;548.6016;339.3984
266;118.4000;701.0774;-582.6774
267;444.0000;243.6502;200.3498
268;888.0000;319.8881;568.1119
269;44.4000;548.6016;-504.2016
270;14.8000;243.6502;-228.8502
271;7.4000;243.6502;-236.2502
272;88.8000;319.8881;-231.0881
273;88.8000;243.6502;-154.8502
274;355.2000;701.0774;-345.8774
275;1776.0000;548.6016;1227.3984
276;11.1000;319.8881;-308.7881
277;118.4000;701.0774;-582.6774
278;59.2000;396.1259;-336.9259
279;888.0000;319.8881;568.1119
280;29.6000;243.6502;-214.0502
281;118.4000;396.1259;-277.7259
282;1184.0000;396.1259;787.8741
283;29.6000;701.0774;-671.4774
284;1184.0000;396.1259;787.8741
285;44.4000;319.8881;-275.4881
286;592.0000;243.6502;348.3498
287;236.8000;701.0774;-464.2774
288;1184.0000;701.0774;482.9226
289;2368.0000;701.0774;1666.9226
290;118.4000;396.1259;-277.7259
291;118.4000;701.0774;-582.6774
292;22.2000;548.6016;-526.4016
293;118.4000;701.0774;-582.6774
294;22.2000;548.6016;-526.4016
295;266.4000;548.6016;-282.2016
296;29.6000;396.1259;-366.5259
297;29.6000;396.1259;-366.5259
298;14.8000;243.6502;-228.8502
299;118.4000;701.0774;-582.6774
300;888.0000;319.8881;568.1119
301;236.8000;701.0774;-464.2774
302;29.6000;701.0774;-671.4774
303;59.2000;243.6502;-184.4502
304;29.6000;701.0774;-671.4774
305;444.0000;319.8881;124.1119
306;177.6000;396.1259;-218.5259
307;118.4000;396.1259;-277.7259
308;592.0000;243.6502;348.3498
309;444.0000;243.6502;200.3498
310;29.6000;243.6502;-214.0502
311;14.8000;396.1259;-381.3259
312;29.6000;701.0774;-671.4774
313;88.8000;319.8881;-231.0881
314;592.0000;396.1259;195.8741
315;592.0000;396.1259;195.8741
316;888.0000;548.6016;339.3984
317;1184.0000;701.0774;482.9226
318;1184.0000;701.0774;482.9226
319;592.0000;243.6502;348.3498
320;88.8000;548.6016;-459.8016
321;88.8000;548.6016;-459.8016
322;59.2000;701.0774;-641.8774
323;177.6000;396.1259;-218.5259
324;888.0000;548.6016;339.3984
325;29.6000;701.0774;-671.4774
326;177.6000;548.6016;-371.0016
327;29.6000;701.0774;-671.4774
328;88.8000;243.6502;-154.8502
329;59.2000;396.1259;-336.9259
330;59.2000;243.6502;-184.4502
331;118.4000;701.0774;-582.6774
332;14.8000;396.1259;-381.3259
333;177.6000;548.6016;-371.0016
334;888.0000;548.6016;339.3984
335;266.4000;548.6016;-282.2016
336;296.0000;243.6502;52.3498
337;118.4000;701.0774;-582.6774
338;355.2000;701.0774;-345.8774
339;1184.0000;396.1259;787.8741
340;266.4000;548.6016;-282.2016
341;1332.0000;548.6016;783.3984
342;118.4000;701.0774;-582.6774
343;29.6000;701.0774;-671.4774
344;177.6000;396.1259;-218.5259
345;1776.0000;548.6016;1227.3984
346;888.0000;396.1259;491.8741
347;29.6000;701.0774;-671.4774
348;29.6000;243.6502;-214.0502
349;29.6000;396.1259;-366.5259
350;22.2000;548.6016;-526.4016
351;1332.0000;548.6016;783.3984
352;29.6000;243.6502;-214.0502
353;2368.0000;701.0774;1666.9226
354;1184.0000;396.1259;787.8741
355;1776.0000;548.6016;1227.3984
356;592.0000;396.1259;195.8741
357;888.0000;396.1259;491.8741
358;14.8000;243.6502;-228.8502
359;88.8000;548.6016;-459.8016
360;14.8000;243.6502;-228.8502
361;44.4000;548.6016;-504.2016
362;14.8000;396.1259;-381.3259
363;2368.0000;701.0774;1666.9226
364;29.6000;701.0774;-671.4774
365;11.1000;319.8881;-308.7881
366;1776.0000;701.0774;1074.9226
367;266.4000;548.6016;-282.2016
368;44.4000;548.6016;-504.2016
369;118.4000;701.0774;-582.6774
370;22.2000;548.6016;-526.4016
371;1184.0000;396.1259;787.8741
372;133.2000;319.8881;-186.6881
373;444.0000;243.6502;200.3498
374;236.8000;701.0774;-464.2774
375;118.4000;396.1259;-277.7259
376;7.4000;243.6502;-236.2502
377;592.0000;243.6502;348.3498
378;888.0000;319.8881;568.1119
379;444.0000;319.8881;124.1119
380;88.8000;319.8881;-231.0881
381;888.0000;396.1259;491.8741
382;666.0000;319.8881;346.1119
383;177.6000;548.6016;-371.0016
384;59.2000;701.0774;-641.8774
385;14.8000;243.6502;-228.8502
386;1776.0000;548.6016;1227.3984
387;888.0000;396.1259;491.8741
388;592.0000;396.1259;195.8741
389;22.2000;548.6016;-526.4016
390;592.0000;396.1259;195.8741
391;592.0000;396.1259;195.8741
392;296.0000;243.6502;52.3498
393;666.0000;319.8881;346.1119
394;355.2000;701.0774;-345.8774
395;29.6000;701.0774;-671.4774
396;592.0000;243.6502;348.3498
397;88.8000;243.6502;-154.8502
398;1776.0000;701.0774;1074.9226
399;59.2000;243.6502;-184.4502
400;296.0000;243.6502;52.3498
401;1776.0000;548.6016;1227.3984
402;888.0000;548.6016;339.3984
403;118.4000;701.0774;-582.6774
404;2368.0000;701.0774;1666.9226
405;888.0000;319.8881;568.1119
406;133.2000;319.8881;-186.6881
407;888.0000;548.6016;339.3984
408;59.2000;396.1259;-336.9259
409;14.8000;396.1259;-381.3259
410;59.2000;396.1259;-336.9259
411;177.6000;548.6016;-371.0016
412;44.4000;548.6016;-504.2016
413;355.2000;701.0774;-345.8774
414;44.4000;548.6016;-504.2016
415;888.0000;396.1259;491.8741
416;11.1000;319.8881;-308.7881
417;88.8000;319.8881;-231.0881
418;7.4000;243.6502;-236.2502
419;7.4000;243.6502;-236.2502
420;59.2000;701.0774;-641.8774
421;1776.0000;548.6016;1227.3984
422;22.2000;548.6016;-526.4016
423;2368.0000;701.0774;1666.9226
424;7.4000;243.6502;-236.2502
425;888.0000;319.8881;568.1119
426;1776.0000;701.0774;1074.9226
427;88.8000;243.6502;-154.8502
428;592.0000;396.1259;195.8741
429;266.4000;548.6016;-282.2016
430;29.6000;243.6502;-214.0502
431;88.8000;319.8881;-231.0881
432;44.4000;548.6016;-504.2016
433;888.0000;319.8881;568.1119
434;355.2000;701.0774;-345.8774
435;592.0000;396.1259;195.8741
436;266.4000;548.6016;-282.2016
437;444.0000;319.8881;124.1119
438;177.6000;548.6016;-371.0016
439;88.8000;243.6502;-154.8502
440;888.0000;548.6016;339.3984
441;88.8000;243.6502;-154.8502
442;88.8000;319.8881;-231.0881
443;888.0000;319.8881;568.1119
444;44.4000;548.6016;-504.2016
445;44.4000;548.6016;-504.2016
446;177.6000;396.1259;-218.5259
447;1776.0000;701.0774;1074.9226
448;236.8000;701.0774;-464.2774
449;29.6000;701.0774;-671.4774
450;888.0000;548.6016;339.3984
451;355.2000;701.0774;-345.8774
452;888.0000;396.1259;491.8741
453;22.2000;319.8881;-297.6881
454;88.8000;243.6502;-154.8502
455;236.8000;701.0774;-464.2774
456;59.2000;701.0774;-641.8774
457;1332.0000;548.6016;783.3984
458;22.2000;319.8881;-297.6881
459;59.2000;396.1259;-336.9259
460;1776.0000;548.6016;1227.3984
461;7.4000;243.6502;-236.2502
462;88.8000;243.6502;-154.8502
463;59.2000;243.6502;-184.4502
464;888.0000;319.8881;568.1119
465;1184.0000;396.1259;787.8741
466;888.0000;319.8881;568.1119
467;14.8000;243.6502;-228.8502
468;177.6000;548.6016;-371.0016
469;1776.0000;548.6016;1227.3984
470;88.8000;548.6016;-459.8016
471;118.4000;396.1259;-277.7259
472;1184.0000;396.1259;787.8741
473;88.8000;319.8881;-231.0881
474;118.4000;701.0774;-582.6774
475;29.6000;701.0774;-671.4774
476;29.6000;701.0774;-671.4774
477;355.2000;701.0774;-345.8774
478;88.8000;319.8881;-231.0881
479;29.6000;243.6502;-214.0502
480;7.4000;243.6502;-236.2502
481;29.6000;701.0774;-671.4774
482;2368.0000;701.0774;1666.9226
483;22.2000;319.8881;-297.6881
484;266.4000;548.6016;-282.2016
485;133.2000;319.8881;-186.6881
486;88.8000;319.8881;-231.0881
487;1332.0000;548.6016;783.3984
488;14.8000;243.6502;-228.8502
489;118.4000;701.0774;-582.6774
490;888.0000;396.1259;491.8741
491;14.8000;396.1259;-381.3259
492;44.4000;548.6016;-504.2016
493;592.0000;243.6502;348.3498
494;266.4000;548.6016;-282.2016
495;44.4000;548.6016;-504.2016
496;22.2000;319.8881;-297.6881
497;44.4000;548.6016;-504.2016
498;59.2000;701.0774;-641.8774
499;444.0000;243.6502;200.3498
500;59.2000;243.6502;-184.4502
501;44.4000;319.8881;-275.4881
502;266.4000;548.6016;-282.2016
503;236.8000;701.0774;-464.2774
504;22.2000;548.6016;-526.4016
505;177.6000;396.1259;-218.5259
506;236.8000;701.0774;-464.2774
507;22.2000;319.8881;-297.6881
508;355.2000;701.0774;-345.8774
509;11.1000;319.8881;-308.7881
510;1184.0000;396.1259;787.8741
511;118.4000;701.0774;-582.6774
512;118.4000;701.0774;-582.6774
513;236.8000;701.0774;-464.2774
514;29.6000;396.1259;-366.5259
515;1776.0000;701.0774;1074.9226
516;1776.0000;548.6016;1227.3984
517;1184.0000;396.1259;787.8741
518;888.0000;396.1259;491.8741
519;1776.0000;548.6016;1227.3984
520;355.2000;701.0774;-345.8774
521;88.8000;319.8881;-231.0881
522;133.2000;319.8881;-186.6881
523;888.0000;396.1259;491.8741
524;22.2000;548.6016;-526.4016
525;118.4000;701.0774;-582.6774
526;888.0000;548.6016;339.3984
527;14.8000;396.1259;-381.3259
528;118.4000;396.1259;-277.7259
529;22.2000;548.6016;-526.4016
530;592.0000;396.1259;195.8741
531;133.2000;319.8881;-186.6881
532;59.2000;396.1259;-336.9259
533;236.8000;701.0774;-464.2774
534;88.8000;319.8881;-231.0881
535;59.2000;396.1259;-336.9259
536;88.8000;319.8881;-231.0881
537;11.1000;319.8881;-308.7881
538;444.0000;243.6502;200.3498
539;177.6000;548.6016;-371.0016
540;444.0000;319.8881;124.1119
