observacao;valor_observado;valor_ajustado;residuo
200;11.1000;88.3574;-77.2574
201;355.2000;377.3630;-22.1630
202;29.6000;210.3085;-180.7085
203;1184.0000;1312.5026;-128.5026
204;666.0000;984.3769;-318.3769
205;1776.0000;1361.2830;414.7170
206;1776.0000;1361.2830;414.7170
207;1184.0000;1312.5026;-128.5026
208;88.8000;194.6648;-105.8648
209;1776.0000;1106.3280;669.6720
210;14.8000;79.1540;-64.3540
211;29.6000;109.5275;-79.9275
212;355.2000;377.3630;-22.1630
213;14.8000;112.7477;-97.9477
214;14.8000;79.1540;-64.3540
215;14.8000;79.1540;-64.3540
216;177.6000;267.8355;-90.2355
217;888.0000;1008.7672;-120.7672
218;355.2000;377.3630;-22.1630
219;1776.0000;1361.2830;414.7170
220;29.6000;210.3085;-180.7085
221;7.4000;63.9672;-56.5672
222;59.2000;158.3080;-99.1080
223;14.8000;79.1540;-64.3540
224;44.4000;176.7149;-132.3149
225;1776.0000;1361.2830;414.7170
226;296.0000;656.2513;-360.2513
227;1776.0000;1361.2830;414.7170
228;59.2000;170.2746;-111.0746
229;44.4000;133.9177;-89.5177
230;14.8000;112.7477;-97.9477
231;1184.0000;802.5926;381.4074
232;1184.0000;1312.5026;-128.5026
233;88.8000;231.0217;-142.2217
234;59.2000;225.4953;-166.2953
235;296.0000;656.2513;-360.2513
236;592.0000;705.0317;-113.0317
237;44.4000;133.9177;-89.5177
238;888.0000;1288.1124;-400.1124
239;29.6000;210.3085;-180.7085
240;11.1000;88.3574;-77.2574
241;296.0000;656.2513;-360.2513
242;888.0000;1288.1124;-400.1124
243;266.4000;328.5826;-62.1826
244;29.6000;109.5275;-79.9275
245;118.4000;219.0551;-100.6551
246;236.8000;316.6159;-79.8159
247;59.2000;158.3080;-99.1080
248;44.4000;176.7149;-132.3149
249;29.6000;109.5275;-79.9275
250;59.2000;158.3080;-99.1080
251;118.4000;219.0551;-100.6551
252;1776.0000;1361.2830;414.7170
253;444.0000;959.9867;-515.9867
254;29.6000;210.3085;-180.7085
255;2368.0000;1410.0635;957.9365
256;1776.0000;1106.3280;669.6720
257;29.6000;127.9344;-98.3344
258;2368.0000;1410.0635;957.9365
259;7.4000;63.9672;-56.5672
260;44.4000;133.9177;-89.5177
261;177.6000;267.8355;-90.2355
262;22.2000;161.5281;-139.3281
263;888.0000;1008.7672;-120.7672
264;1332.0000;1057.5476;274.4524
265;888.0000;753.8122;134.1878
266;118.4000;255.8688;-137.4688
267;444.0000;959.9867;-515.9867
268;888.0000;1288.1124;-400.1124
269;44.4000;176.7149;-132.3149
270;14.8000;79.1540;-64.3540
271;7.4000;63.9672;-56.5672
272;88.8000;194.6648;-105.8648
273;88.8000;231.0217;-142.2217
274;355.2000;377.3630;-22.1630
275;1776.0000;1361.2830;414.7170
276;11.1000;88.3574;-77.2574
277;118.4000;255.8688;-137.4688
278;59.2000;158.3080;-99.1080
279;888.0000;1288.1124;-400.1124
280;29.6000;109.5275;-79.9275
281;118.4000;219.0551;-100.6551
282;1184.0000;1312.5026;-128.5026
283;29.6000;210.3085;-180.7085
284;1184.0000;1312.5026;-128.5026
285;44.4000;133.9177;-89.5177
286;592.0000;1263.7222;-671.7222
287;236.8000;316.6159;-79.8159
288;1184.0000;802.5926;381.4074
289;2368.0000;1410.0635;957.9365
290;118.4000;219.0551;-100.6551
291;118.4000;255.8688;-137.4688
292;22.2000;161.5281;-139.3281
293;118.4000;255.8688;-137.4688
294;22.2000;161.5281;-139.3281
295;266.4000;328.5826;-62.1826
296;29.6000;127.9344;-98.3344
297;29.6000;127.9344;-98.3344
298;14.8000;79.1540;-64.3540
299;118.4000;255.8688;-137.4688
300;888.0000;1288.1124;-400.1124
301;236.8000;316.6159;-79.8159
302;29.6000;210.3085;-180.7085
303;59.2000;170.2746;-111.0746
304;29.6000;210.3085;-180.7085
305;444.0000;680.6415;-236.6415
306;177.6000;279.8021;-102.2021
307;118.4000;219.0551;-100.6551
308;592.0000;1263.7222;-671.7222
309;444.0000;959.9867;-515.9867
310;29.6000;109.5275;-79.9275
311;14.8000;112.7477;-97.9477
312;29.6000;210.3085;-180.7085
313;88.8000;194.6648;-105.8648
314;592.0000;705.0317;-113.0317
315;592.0000;705.0317;-113.0317
316;888.0000;753.8122;134.1878
317;1184.0000;802.5926;381.4074
318;1184.0000;802.5926;381.4074
319;592.0000;1263.7222;-671.7222
320;88.8000;207.0884;-118.2884
321;88.8000;207.0884;-118.2884
322;59.2000;225.4953;-166.2953
323;177.6000;279.8021;-102.2021
324;888.0000;753.8122;134.1878
325;29.6000;210.3085;-180.7085
326;177.6000;267.8355;-90.2355
327;29.6000;210.3085;-180.7085
328;88.8000;231.0217;-142.2217
329;59.2000;158.3080;-99.1080
330;59.2000;170.2746;-111.0746
331;118.4000;255.8688;-137.4688
332;14.8000;112.7477;-97.9477
333;177.6000;267.8355;-90.2355
334;888.0000;753.8122;134.1878
335;266.4000;328.5826;-62.1826
336;296.0000;656.2513;-360.2513
337;118.4000;255.8688;-137.4688
338;355.2000;377.3630;-22.1630
339;1184.0000;1312.5026;-128.5026
340;266.4000;328.5826;-62.1826
341;1332.0000;1057.5476;274.4524
342;118.4000;255.8688;-137.4688
343;29.6000;210.3085;-180.7085
344;177.6000;279.8021;-102.2021
345;1776.0000;1361.2830;414.7170
346;888.0000;1008.7672;-120.7672
347;29.6000;210.3085;-180.7085
348;29.6000;109.5275;-79.9275
349;29.6000;127.9344;-98.3344
350;22.2000;161.5281;-139.3281
351;1332.0000;1057.5476;274.4524
352;29.6000;109.5275;-79.9275
353;2368.0000;1410.0635;957.9365
354;1184.0000;1312.5026;-128.5026
355;1776.0000;1361.2830;414.7170
356;592.0000;705.0317;-113.0317
357;888.0000;1008.7672;-120.7672
358;14.8000;79.1540;-64.3540
359;88.8000;207.0884;-118.2884
360;14.8000;79.1540;-64.3540
361;44.4000;176.7149;-132.3149
362;14.8000;112.7477;-97.9477
363;2368.0000;1410.0635;957.9365
364;29.6000;210.3085;-180.7085
365;11.1000;88.3574;-77.2574
366;1776.0000;1106.3280;669.6720
367;266.4000;328.5826;-62.1826
368;44.4000;176.7149;-132.3149
369;118.4000;255.8688;-137.4688
370;22.2000;161.5281;-139.3281
371;1184.0000;1312.5026;-128.5026
372;133.2000;255.4119;-122.2119
373;444.0000;959.9867;-515.9867
374;236.8000;316.6159;-79.8159
375;118.4000;219.0551;-100.6551
376;7.4000;63.9672;-56.5672
377;592.0000;1263.7222;-671.7222
378;888.0000;1288.1124;-400.1124
379;444.0000;680.6415;-236.6415
380;88.8000;194.6648;-105.8648
381;888.0000;1008.7672;-120.7672
382;666.0000;984.3769;-318.3769
383;177.6000;267.8355;-90.2355
384;59.2000;225.4953;-166.2953
385;14.8000;79.1540;-64.3540
386;1776.0000;1361.2830;414.7170
387;888.0000;1008.7672;-120.7672
388;592.0000;705.0317;-113.0317
389;22.2000;161.5281;-139.3281
390;592.0000;705.0317;-113.0317
391;592.0000;705.0317;-113.0317
392;296.0000;656.2513;-360.2513
393;666.0000;984.3769;-318.3769
394;355.2000;377.3630;-22.1630
395;29.6000;210.3085;-180.7085
396;592.0000;1263.7222;-671.7222
397;88.8000;231.0217;-142.2217
398;1776.0000;1106.3280;669.6720
399;59.2000;170.2746;-111.0746
400;296.0000;656.2513;-360.2513
401;1776.0000;1361.2830;414.7170
402;888.0000;753.8122;134.1878
403;118.4000;255.8688;-137.4688
404;2368.0000;1410.0635;957.9365
405;888.0000;1288.1124;-400.1124
406;133.2000;255.4119;-122.2119
407;888.0000;753.8122;134.1878
408;59.2000;158.3080;-99.1080
409;14.8000;112.7477;-97.9477
410;59.2000;158.3080;-99.1080
411;177.6000;267.8355;-90.2355
412;44.4000;176.7149;-132.3149
413;355.2000;377.3630;-22.1630
414;44.4000;176.7149;-132.3149
415;888.0000;1008.7672;-120.7672
416;11.1000;88.3574;-77.2574
417;88.8000;194.6648;-105.8648
418;7.4000;63.9672;-56.5672
419;7.4000;63.9672;-56.5672
420;59.2000;225.4953;-166.2953
421;1776.0000;1361.2830;414.7170
422;22.2000;161.5281;-139.3281
423;2368.0000;1410.0635;957.9365
424;7.4000;63.9672;-56.5672
425;888.0000;1288.1124;-400.1124
426;1776.0000;1106.3280;669.6720
427;88.8000;231.0217;-142.2217
428;592.0000;705.0317;-113.0317
429;266.4000;328.5826;-62.1826
430;29.6000;109.5275;-79.9275
431;88.8000;194.6648;-105.8648
432;44.4000;176.7149;-132.3149
433;888.0000;1288.1124;-400.1124
434;355.2000;377.3630;-22.1630
435;592.0000;705.0317;-113.0317
436;266.4000;328.5826;-62.1826
437;444.0000;680.6415;-236.6415
438;177.6000;267.8355;-90.2355
439;88.8000;231.0217;-142.2217
440;888.0000;753.8122;134.1878
441;88.8000;231.0217;-142.2217
442;88.8000;194.6648;-105.8648
443;888.0000;1288.1124;-400.1124
444;44.4000;176.7149;-132.3149
445;44.4000;176.7149;-132.3149
446;177.6000;279.8021;-102.2021
447;1776.0000;1106.3280;669.6720
448;236.8000;316.6159;-79.8159
449;29.6000;210.3085;-180.7085
450;888.0000;753.8122;134.1878
451;355.2000;377.3630;-22.1630
452;888.0000;1008.7672;-120.7672
453;22.2000;103.5442;-81.3442
454;88.8000;231.0217;-142.2217
455;236.8000;316.6159;-79.8159
456;59.2000;225.4953;-166.2953
457;1332.0000;1057.5476;274.4524
458;22.2000;103.5442;-81.3442
459;59.2000;158.3080;-99.1080
460;1776.0000;1361.2830;414.7170
461;7.4000;63.9672;-56.5672
462;88.8000;231.0217;-142.2217
463;59.2000;170.2746;-111.0746
464;888.0000;1288.1124;-400.1124
465;1184.0000;1312.5026;-128.5026
466;888.0000;1288.1124;-400.1124
467;14.8000;79.1540;-64.3540
468;177.6000;267.8355;-90.2355
469;1776.0000;1361.2830;414.7170
470;88.8000;207.0884;-118.2884
471;118.4000;219.0551;-100.6551
472;1184.0000;1312.5026;-128.5026
473;88.8000;194.6648;-105.8648
474;118.4000;255.8688;-137.4688
475;29.6000;210.3085;-180.7085
476;29.6000;210.3085;-180.7085
477;355.2000;377.3630;-22.1630
478;88.8000;194.6648;-105.8648
479;29.6000;109.5275;-79.9275
480;7.4000;63.9672;-56.5672
481;29.6000;210.3085;-180.7085
482;2368.0000;1410.0635;957.9365
483;22.2000;103.5442;-81.3442
484;266.4000;328.5826;-62.1826
485;133.2000;255.4119;-122.2119
486;88.8000;194.6648;-105.8648
487;1332.0000;1057.5476;274.4524
488;14.8000;79.1540;-64.3540
489;118.4000;255.8688;-137.4688
490;888.0000;1008.7672;-120.7672
491;14.8000;112.7477;-97.9477
492;44.4000;176.7149;-132.3149
493;592.0000;1263.7222;-671.7222
494;266.4000;328.5826;-62.1826
495;44.4000;176.7149;-132.3149
496;22.2000;103.5442;-81.3442
497;44.4000;176.7149;-132.3149
498;59.2000;225.4953;-166.2953
499;444.0000;959.9867;-515.9867
500;59.2000;170.2746;-111.0746
501;44.4000;133.9177;-89.5177
502;266.4000;328.5826;-62.1826
503;236.8000;316.6159;-79.8159
504;22.2000;161.5281;-139.3281
505;177.6000;279.8021;-102.2021
506;236.8000;316.6159;-79.8159
507;22.2000;103.5442;-81.3442
508;355.2000;377.3630;-22.1630
509;11.1000;88.3574;-77.2574
510;1184.0000;1312.5026;-128.5026
511;118.4000;255.8688;-137.4688
512;118.4000;255.8688;-137.4688
513;236.8000;316.6159;-79.8159
514;29.6000;127.9344;-98.3344
515;1776.0000;1106.3280;669.6720
516;1776.0000;1361.2830;414.7170
517;1184.0000;1312.5026;-128.5026
518;888.0000;1008.7672;-120.7672
519;1776.0000;1361.2830;414.7170
520;355.2000;377.3630;-22.1630
521;88.8000;194.6648;-105.8648
522;133.2000;255.4119;-122.2119
523;888.0000;1008.7672;-120.7672
524;22.2000;161.5281;-139.3281
525;118.4000;255.8688;-137.4688
526;888.0000;753.8122;134.1878
527;14.8000;112.7477;-97.9477
528;118.4000;219.0551;-100.6551
529;22.2000;161.5281;-139.3281
530;592.0000;705.0317;-113.0317
531;133.2000;255.4119;-122.2119
532;59.2000;158.3080;-99.1080
533;236.8000;316.6159;-79.8159
534;88.8000;194.6648;-105.8648
535;59.2000;158.3080;-99.1080
536;88.8000;194.6648;-105.8648
537;11.1000;88.3574;-77.2574
538;444.0000;959.9867;-515.9867
539;177.6000;267.8355;-90.2355
540;444.0000;680.6415;-236.6415
